word	OSC
askew	1
asking	0.840049226733907
asleep	1
asp	0.0198071561758973
aspect	0.98442494382864
aspects	1
aspen	1
asphalt	1
aspic	1
aspire	1
aspirin	0.363944160736432
ass	0.0309180423726522
assail	0.374600173771048
assault	1
assay	0.967797819744249
assent	1
assert	0.773940346592198
assess	0.79655322960586
assessed	0.947033562395443
asset	0.870515575253919
asshole	1
assign	0.875707128654568
assigned	0.971775668216049
assist	0.772103276277833
assize	0.843449095213754
assuage	1
assume	0.984780283812482
assumed	1
assure	0.853725385115291
assured	0.846700548629354
aster	0.0833477248742952
astern	0.132232188051264
asthma	0.933228411670912
astound	0.954357652108258
astral	0.835510212621452
astray	1
astute	0.91011669353447
at	0.327858048821895
ate	0.00970395419372931
athens	0.31829834833575
athlete	0.979478619887527
atlas	0.991245834756063
atoll	0.932454277032746
atom	0.596322055078393
atone	0.61837938009075
attach	0.843253583865771
attached	0.811320676300175
attack	0.984825569628456
attain	0.798262825707796
attar	1
attempt	0.990254975267642
attend	0.908226203862856
attest	0.888679471776265
attic	0.605769841420443
attract	0.765330569332988
auburn	1
auction	0.978028618201701
audience	0.999670913786392
audit	0.683549558905105
audits	1
auger	1
aught	0.0749405529413721
augment	0.877378134491193
augur	0.169371550074096
august	0.965042632789217
auk	0.781105812633354
aunt	0.297901995787496
auntie	1
aura	0.0804011952384766
aural	0.817051087532059
austere	0.976512641876633
austria	0.824117786476961
author	0.615892131725319
auto	0.236753955357752
autumn	0.986175336213451
avail	0.186091778517276
avenge	0.564619032653941
avenged	1
avens	0.77278125271899
aver	0.0623575500186666
averse	0.0483275294885514
avert	0.901092000110225
avid	0.550700395307945
avoid	0.98149463972524
avow	0.441508880459894
avowed	0.892754421116927
await	0.994969249808786
awake	0.877224806685102
award	0.992859876405948
awards	0.718106845489906
aware	0.793770534036976
awash	1
away	0.978617811996932
awe	0.363040868472103
awesome	0.992161073086577
awestruck	1
awful	0.58842575573555
awhile	1
awkward	0.905025502594689
awl	0.0886259574252269
awning	1
awry	0.955945841515164
axe	0.909905325215631
axiom	0.901643221328995
axis	0.177575796205694
axle	0.895828950710475
ay	0.0799002958038319
ayah	0.40587551511983
aye	0.0240340665866061
azure	1
ba	0.0241178594140063
baa	0.840165564661715
babble	0.873820576564702
babe	0.90071049764049
babel	1
baboon	1
babu	1
baby	0.974437747902804
baccy	1
back	0.886579309950839
backache	1
backbench	0.778585825687481
backbone	1
backchat	1
backcloth	1
backdate	1
backdoor	1
backdrop	1
backed	0.639169662431319
backer	0.468088801921997
background	0.999825105277169
backhand	0.83959885581861
backing	1
backlash	1
backless	1
backlog	1
backroom	1
backseat	1
backside	1
backslide	0.877310536907468
backspace	1
backstage	1
backstay	1
backstroke	1
backtrack	1
backup	1
backward	0.612300672785403
backwards	1
backwash	1
backwoods	0.908856159873332
backyard	1
bacon	1
bad	0.880188611340127
badge	0.546985135071765
badger	1
badly	1
badness	1
baffle	0.974461582353823
bag	0.824479508171636
bagful	1
baggage	1
bagging	1
baggy	1
bagpipe	0.781565450356426
bagpipes	1
bah	0.190077986684176
bail	0.794673000362806
bailee	1
bailey	1
bailiff	1
bailment	1
bailor	1
bairn	1
bait	0.974237927982524
baize	1
bake	0.861967050683559
baked	1
baker	0.752164155022207
balance	0.893355885405632
balanced	0.956888725737374
bald	0.766392870924926
balding	1
baldly	1
baldness	1
bale	0.848251120260362
baleful	1
balk	0.977271658013585
ball	0.487330371215967
ballad	0.986711601433469
ballade	0.664143082574465
ballads	1
ballast	1
ballet	0.987283026011844
balloon	0.976906100390311
ballot	0.982143899324911
ballpoint	1
ballroom	1
balm	0.443946841199261
balmy	1
balsa	0.429981296133093
balsam	0.541483831397147
bamboo	0.945574619537489
ban	0.101838059964718
banal	0.843318173736842
band	0.678774546168922
bandage	1
bandit	0.959102698785607
bandsman	1
bandstand	1
bandy	1
bane	0.505340716104187
baneful	1
bang	0.943146678670566
banger	1
bangle	1
banish	0.939145319034196
banjo	0.982476862444142
bank	0.835559186637373
banker	1
banking	1
banknote	1
bankroll	1
bankrupt	0.893524785064114
banned	1
banner	1
banning	1
bannock	1
banns	1
banquet	0.990808110822605
banshee	1
bantam	0.660109407545961
banter	1
baptize	0.989931000202368
bar	0.435036896369134
barb	0.15951759075814
barbed	1
barbel	0.790154651604592
barber	0.915234060542032
bard	0.192465117746177
bardic	1
bare	0.625795058297827
bareback	1
barefaced	1
barefoot	0.948304342402584
barely	1
bargain	0.787554552348558
barge	0.985950988753567
bargee	1
barium	0.595876416073487
bark	0.507957759204152
barker	1
barley	1
barm	0.262456277695575
barmaid	1
barman	1
barmy	1
barn	0.896904409599519
barnyard	1
baron	0.567916361362836
baroque	1
barrack	0.582365407062074
barracks	1
barrage	1
barrel	1
barren	0.959217590884693
barrier	1
barrow	0.828250452549755
barter	1
basalt	0.927286890475031
base	0.923473494074204
baseball	1
baseboard	1
baseless	1
baseline	1
basement	0.979797328859634
baseness	1
bases	0.680607392592719
bash	0.798582784986563
bashful	1
bashing	1
basic	0.950627198295275
basics	1
basil	0.475389574127413
basin	0.940694784692434
basis	0.999677001106354
bask	0.0716835205924031
basket	0.56425249511986
bass	0.762301237750521
basset	1
bassoon	0.928018054046877
bast	0.174744101977329
bastard	0.980744079924914
baste	0.278884473544814
basting	1
bastion	1
bat	0.0941497829341303
batch	0.998311536663165
bate	0.00762000332578376
bath	0.780124219483067
bathe	0.706757978068472
bather	0.811586640674016
bathers	1
bathos	1
bathrobe	1
bathroom	1
bathtub	1
batik	1
batman	1
baton	1
batsman	1
batten	1
batter	0.394222922189808
battered	1
batting	1
battle	0.958324360976217
batty	1
bauble	1
bauxite	1
bawd	0.376683171411616
bawdy	1
bawl	1
bay	0.644473046942104
bayou	1
bazaar	1
be	0.899500171244993
beach	0.992740571482795
beachhead	1
beachwear	1
beacon	1
bead	0.934129252064565
beading	1
beadle	1
beads	1
beady	1
beagle	0.960140336259977
beak	0.776963353176692
beaker	1
beam	0.963010890498107
beaming	1
bean	0.835534971986342
beano	1
beanpole	1
beanstalk	1
bear	0.962387085696342
beard	0.905949803705493
bearded	1
beardless	1
bearer	0.917684837744787
bearing	0.937286926688096
bearish	1
bearskin	0.473538519100515
beast	0.967963757092702
beastly	1
beat	0.9177233561188
beaten	0.525379415109204
beater	1
beating	1
beatnik	1
beau	0.224971748212142
beaut	0.136177347844836
beauteous	1
beauty	1
beaver	1
bebop	1
becalmed	1
became	1
because	0.998092082654421
beck	0.329337484221829
beckon	1
become	1
bed	0.696384757135224
bedbug	1
bedclothes	1
bedding	0.963751099451721
bedlam	1
bedpan	1
bedpost	1
bedrock	1
bedroom	0.98428268389902
beds	0.188887031725174
bedside	1
bedsit	1
bedspread	1
bedstead	1
bedtime	1
bee	0.256094826459988
beech	1
beef	0.980860639136573
beefcake	1
beefsteak	1
beefy	1
beehive	1
beeline	1
beep	0.937505488727468
beer	0.993930496918983
beery	0.529993155901809
beeswax	1
beet	0.23396141295486
beetle	1
beetroot	1
befall	1
before	0.997240521274466
befriend	0.959118216303402
beg	0.12232375637892
beget	0.978626679876157
beggar	0.988171993953449
begin	0.847867643726446
begrudge	1
beguile	1
behalf	1
behave	0.97424246403315
behead	0.850761394478928
behest	1
behind	0.999840261653165
behold	0.948939240793334
beige	1
being	0.963569552071684
belay	0.971572100536106
belch	1
belfry	1
belie	0.122015454545288
belief	0.96653445561778
believe	0.988365644329189
bell	0.517885928184121
bellboy	1
belle	0.574065098324165
bellhop	1
bellow	0.942586078072121
bellows	1
belly	0.952663165529716
belong	0.963586857937629
beloved	1
below	1
belt	0.964283379643078
beltway	1
bemoan	1
bemuse	0.342606295259421
bemused	1
ben	0.0515543763412419
bench	0.547070096534177
bencher	0.536094811185921
bend	0.942384855958479
bended	1
bends	1
bengal	0.78950322187603
benign	0.970444424816899
bent	0.520225696460714
benzene	0.952604114159801
bequeath	1
bequest	1
berate	0.178258817994439
bereft	1
beret	1
berg	0.27376780665463
berk	0.766191485236979
berry	0.6399728732271
berserk	0.959992518429149
berth	1
beryl	0.585676364231247
beseech	1
beset	0.97420255883822
beside	0.734603548346084
besides	1
besiege	0.883270101473339
besieged	1
besmirch	1
besom	1
bespeak	1
bespoke	1
best	0.943018826247146
bestial	0.735597826973147
bestir	1
bestow	0.98420568501589
bet	0.0770969176702977
beta	0.988944789646077
betake	1
betel	1
betide	1
betimes	1
betray	0.859744616499525
betrothed	1
better	0.998021841604154
bettered	1
betting	1
between	0.999611500158645
betwixt	1
bevel	0.813133788395882
bevelled	1
bevy	1
bewail	1
beware	1
bewitch	0.958570908427499
bey	0.0848844881728413
beyond	0.999304765024854
bhang	0.503020782540463
bias	0.9622521201954
bib	0.0522315219713509
bible	1
bicarb	0.51775458549438
biceps	1
bicker	0.73931978439488
bid	0.692727557092172
bidder	1
bidding	1
bide	0.215118258847389
bidet	0.618045121992446
bier	1
biff	1
big	0.90593417607867
bigger	1
bighead	1
bight	1
bigness	1
bigot	0.626064760589338
bigwig	1
bijou	1
bike	0.948874004295412
biking	1
bile	0.078472420362525
bilge	1
bilious	1
bilk	1
bill	0.692306198864548
billboard	1
billet	1
billhook	1
billiard	0.854949904209143
billiards	1
billing	1
billion	0.977612104560846
billionth	1
billow	0.930004092083227
billowed	1
billy	0.37133882814339
biltong	1
bin	0.154418338444406
bind	0.868894292746097
binder	0.912223382114461
binding	0.995606756260829
bindweed	1
bine	0.0319072645745895
binge	0.781483818149342
bingo	1
biped	0.723078693035023
biplane	1
birch	1
bird	0.862016686519477
birdie	1
birdseed	1
birth	0.824060219355769
birthday	1
birthmark	1
birthplace	1
birthrate	1
birthright	1
births	0.868356937430568
biscuit	0.987295125139763
bisect	0.916095370689475
bishop	0.894173384629992
bismuth	1
bison	0.953732304767433
bisque	1
bistro	1
bit	0.555188827526476
bitch	0.967510077526386
bitchy	1
bite	0.823133660109289
biting	0.917336923783699
bitter	0.860749513723509
bittern	0.184237410469971
bitty	1
bivalve	1
biz	0.116083576890756
bizarre	0.935488938954062
blab	0.437476665388224
black	0.948309941431044
blackball	1
blackbird	1
blackboard	1
blacken	1
blackguard	1
blackhead	1
blacking	1
blackjack	1
blackleg	1
blacklist	1
blackly	1
blackmail	0.981865258660614
blackness	1
blackout	1
blacks	0.101003108865682
blacksmith	0.969654597616955
blackthorn	1
bladder	0.949631888187784
blade	0.967369548722943
blah	1
blame	0.991229946252008
blameless	1
blanch	0.711420488116067
blancmange	1
bland	0.608909344918798
blandly	1
blandness	1
blank	0.735094727789851
blanket	1
blankly	1
blankness	1
blare	1
blarney	1
blaspheme	0.857124132251016
blast	0.897933431205866
blasted	1
blatant	0.793921166974221
blather	1
blaze	0.858215325495391
blazer	0.72630025619136
blazon	0.735910542311573
bleach	0.893163233944329
bleak	0.960567779272432
bleakly	1
bleary	1
bleat	1
bleed	0.884272266884228
bleeder	1
bleeding	1
bleep	0.979758241299308
blemish	0.925904517974242
blend	0.952827338130586
blended	1
blender	1
blending	1
bless	0.750203651960723
blessed	0.723358622746205
blessing	1
blether	1
blight	0.978184415726903
blighter	1
blimey	1
blimp	0.897211556700253
blimpish	1
blind	0.931988287984552
blinded	0.892616063151104
blindfold	0.836821123552879
blinding	0.858003836296209
blindly	1
blindness	0.982563451095555
blink	0.731372302632821
blinkered	1
blip	1
bliss	0.781464307394014
blissful	0.729477772727307
blister	0.988802184844448
blithe	0.513964397254484
blithely	1
blitz	0.951960874211928
blizzard	1
bloat	0.774606032456116
bloated	1
blob	1
bloc	0.198418652217074
block	0.906397728596299
blockade	0.996530921793816
blockage	1
blocked	0.654957623962215
blockhead	1
blockhouse	1
bloke	1
blond	0.767471074034309
blonde	1
blood	0.824291742446892
bloodbath	1
blooded	1
bloodhound	1
bloodless	1
bloodlust	1
bloodshed	1
bloodshot	1
bloodstain	0.769036153862784
bloodstained	1
bloodstock	1
bloodstream	1
bloody	0.999114124959415
bloom	0.970645275189525
bloomer	0.652967323030642
blossom	1
blot	0.737747394842313
blotch	0.954932703325994
blotchy	1
blotter	1
blouse	1
blow	0.951409792201475
blowback	1
blower	0.67591912273683
blowfly	1
blowgun	1
blowhole	1
blown	0.224079817608127
blowout	1
blowpipe	1
blowtorch	1
blubber	1
bludgeon	1
blue	0.956677001237662
bluebell	1
bluebird	1
bluefish	1
blueness	1
blueprint	1
bluff	0.992264851899076
bluffer	1
bluish	1
blunder	0.980344149801149
blunt	0.897412464387191
bluntly	1
bluntness	1
blur	0.87150972220918
blurb	1
blush	0.98752881095463
bluster	0.750013050964635
bo	0.0392046539080465
boa	0.0609893267629708
boar	0.0742857913714244
board	0.735564597057805
boarder	0.728982274787023
boarding	0.195631560566831
boardroom	1
boardwalk	1
boast	0.994007251729814
boaster	1
boastful	1
boat	0.941567114581181
boater	1
boathouse	1
boating	0.639547625106783
boatman	1
boatswain	1
bob	0.733050545361819
bobbin	1
bobby	1
bobcat	1
bobsled	0.565539226195593
bobsleigh	1
bobtail	1
bod	0.0742453234262695
bode	0.213843888035021
bodice	1
bodkin	1
body	0.828813873242374
boffin	1
bog	0.473258844133601
bogey	0.939465316436631
boggle	1
boggy	1
bogs	1
bogus	1
boil	0.769898416702648
boiled	0.4420553554504
boiler	0.973726876184294
bold	0.875428393702218
boldface	1
boldly	1
boldness	1
bole	0.242907093255566
boll	0.124828808126674
bollard	1
bollocks	1
bolshy	1
bolster	1
bolt	0.973829083730192
bolthole	1
bomb	0.792852824339569
bombard	0.824360179112918
bombast	0.668199629359161
bomber	0.99588478863246
bombing	0.998036138457315
bombshell	1
bond	0.974044682072739
bondage	1
bonded	0.809148329956723
bone	0.897387605211778
boneless	1
bonemeal	1
bongo	0.882400004057419
bongos	1
bonkers	1
bonnet	1
bonny	1
bonsai	1
bonus	1
bony	0.542410595750439
boo	0.0125485741058219
boob	0.639564292502909
booby	1
boogie	1
book	0.891972499759744
bookcase	1
bookclub	1
booked	0.728932606618281
bookie	1
booking	0.993998953570777
bookish	1
booklet	1
bookmark	0.866191580454664
bookplate	1
books	0.261342016845549
bookshelf	1
bookshop	1
bookstall	1
bookwork	1
bookworm	1
boom	0.886368182241048
booming	1
boon	0.611394066936208
boor	0.631322916666022
boorish	1
boost	0.960086382035182
booster	1
boot	0.796057365197229
booted	0.421928011344474
booth	0.973363621863512
bootlace	1
bootleg	0.948235493655525
booty	1
booze	0.947120481494998
boozer	1
boozy	1
bop	0.568727715869937
boppers	1
borage	1
borax	1
border	0.974283682426382
bore	0.771878958723255
bored	0.741968261157383
boredom	1
boreholes	1
borer	0.248078671718619
boric	0.315588585356122
boring	0.66207542856301
born	0.127100348368874
boron	1
borough	0.997770898674395
borrow	0.72550843550139
borrowed	1
borstal	1
bosh	0.413754636735809
bosom	0.575768900201969
boss	0.952121207064539
bossy	1
boston	1
botch	0.681075110946809
botched	1
bother	0.995650619048534
bottle	0.913270405882995
bottled	1
bottom	0.997226734066549
boudoir	1
bouffant	1
bough	0.396874414104572
bought	1
bouillon	1
boulder	0.916406306702957
bounce	0.959543402723144
bouncer	1
bouncing	1
bouncy	1
bound	0.61340173011757
bounden	1
bounder	0.608087752649295
boundless	1
bounteous	1
bounty	1
bouquet	1
bourbon	1
bourgeois	0.897310446165381
bourse	1
bout	0.044270769527726
boutique	1
bovine	1
bovver	1
bow	0.370750702308764
bowel	0.9747080028474
bower	0.942014625090124
bowing	1
bowl	0.833214402818714
bowler	1
bowling	1
bowman	1
bowser	1
bowsprit	1
box	0.865127075844826
boxer	0.985557330038104
boxing	0.947918054581855
boxwood	1
boy	0.794421938541019
boycott	1
boyfriend	1
boyhood	1
boyish	0.915445127534352
bra	0.0552303069166395
brace	0.258716649126239
bracelet	0.947135911972137
bracelets	1
braces	0.876597239382653
bracken	1
bracket	0.990758536823751
brackish	1
bract	0.931007175706549
brad	0.295735720991314
brae	1
brag	0.881080135926374
braggart	1
braid	0.818114910282358
braided	1
braiding	1
braille	1
brain	0.947419806567184
brainchild	1
brainless	1
brainstorm	0.748045307955788
brainwash	0.792635534549685
brainwave	0.79555924809175
brainwaves	1
brainy	1
braise	1
brake	0.987902858379665
bramble	1
bran	0.0490170979987615
branch	0.99580500123587
branching	1
brand	0.961743905994928
branded	0.23186091208635
branding	0.365468759896418
brandish	1
brandy	1
brash	0.941360566140119
brashly	1
brashness	1
brass	0.905244333444902
brassard	1
brassiere	1
brassy	1
brat	0.0226509557894726
brave	0.929278217974715
bravely	1
bravo	1
brawl	0.980260214906664
brawler	1
brawn	0.76062946427103
brawny	1
bray	1
braze	0.280442475140756
brazen	0.891938992252463
brazier	1
brazil	1
breach	1
bread	0.828830516374681
breadboard	1
breadcrumb	1
breadfruit	1
breadline	1
breadth	1
break	0.735018984109673
breakage	1
breakdown	1
breaker	0.650126033497967
breakfast	1
breaking	0.640350439515234
breakneck	1
breakout	1
breakthrough	1
breakup	1
bream	1
breast	0.878084335773362
breastbone	1
breastfeed	0.992560490668159
breastplate	1
breaststroke	1
breath	0.59772504271999
breathe	0.984122599370847
breather	0.689565246066876
breathing	1
breathless	0.742433126051462
breathy	1
bred	0.264001023936269
breech	0.954491984084053
breeches	1
breed	0.90852829816042
breeder	1
breeding	0.972763441694113
breeze	1
breezy	1
brethren	1
breve	0.276054567042281
brevet	1
brew	0.726648447594964
brewer	0.751069199265199
brewery	0.990008121966982
brewing	1
briar	1
bribe	0.919252684588395
brick	0.957213691487095
brickbat	1
brickwork	1
brickyard	1
bridal	1
bride	0.860704337651095
bridegroom	1
bridesmaid	1
bridge	0.980493865415671
bridgehead	1
bridgework	1
bridging	1
bridle	0.623475942366603
brie	0.0143980967959385
brief	0.800657098723881
briefcase	1
briefing	0.999314168945288
briefly	1
brig	0.0956280773394832
brigade	1
brigand	0.926256598744139
bright	0.881543860387642
brighten	0.984163957848858
brightly	1
brightness	1
brill	0.0995646354308259
brilliance	1
brilliant	0.933047707887408
brilliants	1
brim	0.916191528566794
brimful	1
brimstone	1
brindled	1
brine	1
bring	0.989514314792561
bringing	0.142352116175101
brink	0.96623490657303
briny	1
brioche	1
brisk	0.811437514501845
brisket	1
briskly	1
bristle	1
bristly	1
brit	0.241038017022296
britain	0.404185689009862
british	0.399293453099403
brittle	0.947407733563226
broach	1
broad	0.357430369425194
broadcast	0.916142510438393
broadcloth	1
broaden	1
broadly	1
broadness	1
broadsheet	1
broadside	1
broadsword	1
brocade	1
brochure	1
brogue	1
broil	0.264554125814675
broiler	1
broke	0.273874084240013
broken	0.9065558672731
broker	0.872762111521662
brolly	1
bromide	1
bromine	0.860131454064323
bronchial	1
bronchus	1
bronco	1
bronze	1
brooch	1
brood	0.95418165652406
broody	1
brook	1
broom	0.83430197132644
broomstick	1
broth	0.125197862359387
brothel	1
brother	0.98395794050144
brougham	1
brow	0.142573903979167
browbeat	1
brown	0.948995854342518
brownie	1
browning	1
brownstone	1
browse	0.65848434963134
browsing	1
bruise	0.986540427257994
bruiser	1
bruising	1
brunch	1
brunette	1
