word	OSC
copper	0.973618078735047
coppice	0.913200117707684
copra	1
cops	0.343214475815658
copse	1
copy	0.73495255084417
coquette	1
cor	0.0248720163367232
coral	0.997138972886279
corbel	1
cord	0.0617938292605607
cordage	1
corded	0.149945016557575
cordial	0.862029718684059
cordite	1
cordon	1
cords	0.535637540749924
core	0.381638988646246
corer	0.0279912735980246
corgi	1
cork	0.756621934866663
corkage	1
corked	1
corker	1
corking	1
corkscrew	1
corm	0.264907418640688
corn	0.173308227319314
corncob	1
corncrake	1
cornea	0.833540033832961
corneal	1
corned	1
corner	0.983965327595296
cornered	1
cornet	0.904447636338232
cornfield	1
cornflake	0.564111790374732
cornflakes	1
cornice	1
cornwall	1
corny	1
corps	0.799145599080344
corpse	1
corpus	0.961141460350759
corral	1
correct	0.890693038572493
corrie	1
corrode	1
corrupt	0.814491429574609
corsage	1
corsair	0.884863712210724
corsairs	1
corse	0.159202149489244
corset	0.99025468072973
cortege	1
cortex	0.978689288654962
corvette	1
cos	0.0273752241058145
cosh	1
cosine	0.871453153154998
cosmic	0.984590309420374
cosmos	1
cosset	1
cost	0.923518500284644
costed	1
costing	0.517181666271015
costings	1
costly	1
costume	0.998767324235743
cosy	0.543204983794896
cot	0.140771938164813
cote	0.186831442686315
cottage	0.993418411307999
cottar	1
cotton	0.979345668590992
couch	0.993006950888039
couchette	1
cougar	1
cough	0.995335006006209
couldst	1
coulter	1
council	0.914108139354738
counsel	0.87348815713657
counselling	1
count	0.192991540926687
countdown	1
counter	0.437867608757163
countess	1
counting	0.289458651148711
countless	1
country	0.938849625299919
county	0.995031747674742
coup	0.00710105883764905
coupe	1
couple	0.993249746638305
coupled	1
couplet	1
coupling	0.967911483111224
coupon	1
courage	0.150865212690391
courgette	1
courier	1
course	0.960205529033124
courser	1
courses	0.978928347477577
coursing	1
court	0.924462580058942
courteous	0.892303839077684
courthouse	1
courtier	1
courtly	1
courtroom	1
courtship	1
courtyard	1
couscous	1
cousin	1
couture	1
cove	0.0926302505997843
coven	0.132579849922634
cover	0.697932601240623
covered	0.6415724856713
covert	0.907319347380466
covet	0.426350819677232
covey	1
cow	0.746061334195535
coward	0.690996116193311
cowboy	1
cower	1
cowgirl	1
cowherd	1
cowhide	1
cowl	0.600358533425452
cowling	1
cowman	1
cowpat	1
cowpox	1
cowrie	1
cowshed	1
cowslip	1
cox	0.804779343827853
coxcomb	1
coxswain	1
coy	0.229876832299868
coyly	1
coyness	1
coypu	1
crab	0.79588657256403
crabbed	1
crabby	1
crack	0.865047246029401
crackdown	1
cracked	1
cracker	0.715012858507924
crackers	1
cracking	1
crackle	1
crackling	1
crackpot	1
cradle	1
craft	0.555593803828262
craftsman	0.867945238621956
crafty	1
crag	0.899491599583319
craggy	0.934133309059514
crake	0.728682561400238
cram	0.319932689542357
cramp	0.539314140004825
cramped	1
crampon	1
crane	0.994735059436949
crania	0.369058530875162
cranial	0.73543663989145
cranium	1
crank	0.906684016818657
crankshaft	1
cranky	1
cranny	1
crap	0.342331930022185
crape	0.130947142230633
crappy	0.803813037273899
craps	1
crash	0.995274181358556
crass	0.935592259117197
crassly	1
crassness	1
crate	0.217707893954937
crater	0.992367304988588
cravat	1
crave	0.91983456431349
craven	1
craving	1
crawfish	1
crawl	0.911401369922143
crawler	1
crayfish	1
crayon	1
craze	0.817790763960756
crazed	1
crazy	0.994393375998584
creak	0.95541211144915
creaky	1
cream	0.625728286362575
creamer	0.273982285896943
creamy	1
crease	0.0319176149423688
create	0.995432431674735
creates	1
creature	1
creche	1
credence	1
credit	0.880427270050843
credits	1
credo	1
creed	0.892263155845018
creek	1
creel	1
creep	0.881652339173165
creeper	0.799214040711339
creeps	1
creepy	1
creole	1
creosote	1
crepe	1
crescent	0.994611472443355
cress	0.621728463617524
crest	0.945245987492994
crested	1
cresting	1
cretin	0.66891130662946
crevasse	1
crevice	1
crew	0.873764560434205
crewman	1
crib	0.0503406523560518
cribbage	1
crick	0.103713370430837
cricket	0.895610567903987
crier	1
crikey	1
crime	0.992202008374839
crimp	0.913559537343592
crimson	1
cringe	0.975968855053378
crinkle	1
crinkly	1
crinoid	1
cripple	0.891465742408696
crippled	1
crippling	1
crisis	0.999096983449864
crisp	0.957867732669946
crisper	1
crisply	1
crispness	1
crispy	1
crisscross	1
critic	0.611153773926088
critique	0.96023813886443
critter	1
croak	0.961226780449436
crochet	1
crock	0.52906804235721
crocus	1
croft	0.687643201982551
crofter	1
croissant	1
cromlech	1
crone	1
crony	0.12187059093914
crook	0.734993316401266
crooked	1
croon	0.857362994331868
crooner	1
crop	0.828080431710662
cropper	0.585889995245917
croquet	0.977276315543652
crore	0.805976321916699
crosier	1
cross	0.659612473381478
crossbar	1
crossbones	1
crossbow	0.94555955448653
crossbred	1
crossbreed	1
crosscut	1
crosse	0.507639710449818
crosser	1
crossing	1
crossly	1
crossness	1
crosspiece	1
crossroad	1
crosswind	1
crosswise	1
crossword	1
crotch	0.667225234578841
crotchet	0.814926656153929
crouch	1
croup	0.556493302014932
croupier	1
crow	0.160630125273509
crowbar	1
crowd	0.885041295672002
crowded	0.977874604506211
crowfoot	1
crown	0.99903394164741
crucial	0.937048366993853
crude	0.960955484017922
crudely	1
cruelly	1
cruelty	1
cruet	1
cruise	0.937465517213325
cruiser	0.95136939970287
cruises	1
cruising	1
crumb	0.468524762689959
crumble	1
crumbly	1
crummy	0.550941263751714
crumpet	1
crumple	0.760349234429968
crumpled	1
crunch	0.875240717632472
crunchy	1
crusade	0.951066817165077
cruse	1
crush	0.923674135913468
crushed	1
crust	0.687484549784444
crusty	1
crutch	1
crux	1
cry	0.606734842118403
crying	1
crypt	0.257430772605849
cryptic	0.940773832513275
crystal	0.840859565207866
cub	0.151777198631985
cuba	0.134800164923151
cube	0.96722305522951
cubic	0.709565292712624
cubist	1
cubit	0.959355399546583
cuckold	1
cuckoo	1
cud	0.213731874257372
cuddle	1
cuddly	1
cudgel	1
cue	0.164278553235582
cuff	0.619322894495853
cuffs	0.500748120274926
cuirass	0.805651500320813
cuisine	1
cull	0.684802402642541
culottes	1
culprit	1
cult	0.135915413303527
culture	0.905553476648346
cultured	0.978326201117292
culvert	0.903474733614313
cumbrous	1
cunning	0.878014258544505
cunt	1
cup	0.321749782752345
cupboard	1
cupful	1
cupid	0.669190137512953
cupids	1
cuppa	1
cupped	1
cupping	1
cur	0.00785708381731173
curate	0.0789699324042684
curb	0.982628424018359
curd	0.799073754792614
curdle	1
cure	0.129390843162405
curfew	1
curia	0.538025543202239
curious	0.85151549285728
curl	0.809480612681202
curler	1
curlew	1
curling	1
curly	1
currant	0.703914282180441
current	0.827678158230908
curry	0.823474637063288
curse	0.969769399195826
cursed	0.766964272039331
cursive	0.301524197192636
curt	0.143697071010149
curtail	0.927376534802277
curtain	1
curtly	1
curtsy	1
curve	0.990821450674298
cushion	0.954535419500295
cushy	1
cusp	0.816461625366398
cuss	0.00494263816995591
cussed	0.451920444151018
custard	1
custom	0.247602257812061
cut	0.596385759261693
cutback	1
cute	0.0443227178723284
cutely	0.130484286809523
cuteness	0.649456039525321
cutlass	1
cutler	0.363170387786841
cutlet	1
cutout	1
cutter	0.935286542445915
cutthroat	1
cutting	0.984333831355814
cwm	1
cycle	0.688094087453038
cyclic	0.522287820782517
cycling	0.541002872062754
cyclist	0.927354809463765
cyclone	0.978889782637095
cygnet	1
cymbal	1
cynic	0.505321732674249
cypress	1
cyprus	1
cyst	0.462711744972374
czar	0.901607300280544
dab	0.0849246323850251
dabble	0.967187271900535
dace	1
dacha	1
dachshund	1
dad	0.822871727561821
daddy	0.974954580778557
dado	1
dads	1
daemon	0.984048198482763
daft	1
dagger	0.986295812042041
dahlia	0.906844112129449
daily	1
dainty	1
dairy	0.982330876354435
dais	0.233383625233746
daisy	1
dale	0.642946767193909
dalliance	1
dally	0.636696022733608
dam	0.136489671286926
damage	0.963000704248181
damaged	0.97961752184703
damask	1
dame	0.00868069812406399
damn	0.868977528621485
damned	0.98711170176161
damnedest	1
damp	0.924302387505191
dampen	0.966222850691737
damper	1
dampness	1
damsel	0.602227991980734
damson	1
dance	0.551971506335363
dancer	0.996272729275313
dancing	0.996146253092733
dander	1
dandruff	1
dandy	1
danger	0.64905329253487
dangle	1
dangling	1
dank	1
dapper	1
dapple	1
dare	0.958008503516797
daresay	1
daring	0.98724195729368
dark	0.932120324230542
darken	1
darkly	1
darkness	1
darkroom	1
darky	1
darling	1
darn	0.938048927087926
darned	1
darning	1
dart	0.702962772451543
dartboard	1
dartmoor	1
darts	1
dash	0.851639715647124
dashboard	1
dashing	1
data	0.761393051625692
date	0.632043344193781
dated	0.326070068173984
dateline	1
dating	0.440465111816644
dative	0.308581759465711
datum	0.999770618440721
daub	0.982719913133808
daughter	0.988014826568805
daunt	0.521535983874063
daunting	0.994942183515148
dauntless	1
dauphin	1
davit	0.0892300309183931
dawdle	1
dawn	0.998973936132518
day	0.721502408408031
daybreak	0.850620766434702
daydream	0.976058180108821
daylight	0.978087300338552
daytime	1
daze	0.954752560192315
dazed	1
dazzle	0.973819289380409
deacon	0.752666346024247
dead	0.85664118874661
deaden	1
deadline	0.998283445916471
deadlock	0.978959174857423
deadly	1
deadpan	1
deadweight	1
deadwood	1
deaf	0.869948712821514
deafen	1
deafness	1
deal	0.779626278507319
dealer	0.970573267959175
dealing	1
dean	0.770430708450596
dear	0.921845010102676
dearly	1
dearth	1
deary	1
death	0.992675127987935
deathbed	1
deathless	1
deathly	1
deaths	0.904724780703438
deb	0.028023444219711
debase	0.633832550077023
debate	0.998264305069379
debauch	0.719198092089669
debit	0.996957513252826
debrief	0.982696388678692
debris	1
debt	0.897364198584264
debtor	1
debug	0.916224897577013
debunk	0.949780838089117
debut	0.992544312200238
decade	0.975105144691957
decamp	1
decant	0.725623175361285
decay	1
decease	0.60116858987229
deceased	1
deceit	0.830530120200218
deceive	0.96438143431346
decent	0.739701484826329
decide	0.990084975785172
decides	1
deck	0.969235213380105
deckchair	0.716194812451669
deckchairs	1
deckhand	1
declaim	1
declare	0.984989272303365
decline	1
decode	0.869743505416921
decoy	1
decrease	1
decree	1
decry	0.406480739821892
deduce	1
deduct	0.729234214077289
deed	0.347574189958164
deem	0.797600375313059
deep	0.903509137465788
deepen	1
deeper	1
deeply	1
deer	0.846351041500057
deerskin	1
deface	0.941557373260287
defame	1
default	0.996258662466809
defeat	0.989495639320679
defect	0.89229217386046
defects	1
defence	0.977404589958351
defend	0.67088693393721
defer	0.610583210702055
deferred	1
defile	0.824005553812066
define	0.98299878356682
deflate	1
deflect	0.776730657975122
deform	0.629876245622772
defraud	1
defray	1
defrost	1
deft	0.751866189754782
deftly	1
deftness	1
defunct	1
defuse	1
defy	1
degrade	0.992316854708296
degree	1
deign	1
delay	0.975231241113639
delayed	1
delete	0.988659910867006
delft	0.755923824311088
delight	0.89953594413052
dell	0.182100175053502
delta	0.992463453945334
delude	1
deluge	1
delve	1
demand	0.983042228403127
demean	0.349520097434352
dement	0.398934489681212
demesne	1
demise	1
demo	0.0932212087205034
demob	0.58910277944456
demon	0.0779593714872612
demos	0.969694048309441
demote	1
demur	0.691045772126822
demure	0.846234194033951
den	0.0358519870959948
denim	1
denote	0.989197198724985
denounce	0.994402026995216
dense	0.648574805593233
densely	1
dent	0.0316846139958123
dental	0.452111822567825
dentist	0.891600095714885
denture	0.344792125171579
denude	1
deny	0.995728214877583
depart	0.302500521100565
depend	0.278715743781913
depends	1
depict	0.940170437158667
deplete	1
deplore	1
deploy	0.857920254708439
deport	0.834025047937709
depose	1
depot	0.99258385038417
deprave	0.630662374894249
depraved	1
depress	0.477553583227359
depressed	1
deprive	1
depth	0.993192090029657
depute	1
derail	0.756104528233745
derange	0.8663645668486
derby	1
deride	1
derive	1
derrick	1
dervish	1
descale	0.474400392789955
descant	1
descend	0.732875083570009
descent	0.956058799487459
describe	0.998478017818386
described	0.546115426874068
describes	1
desert	0.96499973197205
deserve	0.966514242958364
design	0.90834399922483
designed	1
desist	1
desk	0.521742245897958
despair	0.995610416089804
despise	0.993327402018517
despoil	1
despot	0.678567589754062
dessert	0.987923438690909
destroy	0.905707909962008
destroyed	1
destruct	0.271374124064797
detach	0.787614540937526
detail	0.930159525462473
detailed	1
details	1
detain	0.814101974284109
detect	0.589988530588291
deter	0.14990346049573
detest	0.84172250656471
dethrone	0.948808963930518
detour	1
detract	0.765197834990091
deuce	0.949149567154824
deuces	1
deviance	1
deviant	1
device	1
devil	0.862645985064814
devious	0.943732069466779
devise	0.999068469452298
devoid	1
devote	0.820970204882326
devout	0.952009101352131
dew	0.152817449854741
dewdrop	1
dewlap	1
dewy	1
dextrose	1
dextrous	0.610105500146435
dhoti	1
dhow	1
dial	0.227582289822513
dialled	1
dib	0.0180167728898173
dibber	1
dibs	1
dice	0.247051007890037
dicey	1
dick	0.756106919878139
dickens	1
dicky	1
dicta	0.130363135792239
dictate	1
diction	0.12201744555819
dictum	1
did	-0.0197280840303263
diddle	1
didst	1
die	0.54813924361147
diehard	1
diesel	0.970664267991096
diet	0.913262084173717
differ	0.541308956687108
difference	0.981211028985594
different	0.920159946886453
diffract	0.617478229401217
diffuse	0.901074164720013
dig	0.170721621992753
digest	0.673244096394364
digger	0.927389613947158
digging	0.981729555501441
diggings	1
digit	0.177725573291962
digraph	1
digress	0.691235682611115
dike	1
dilate	0.957292896427975
dildo	1
dill	0.431888218001764
dilute	0.839751573642458
dim	0.152047129110292
dime	0.0785562722774666
dimly	1
dimmer	1
dimness	1
dimple	1
dimwit	0.6566399983068
din	0.0513346566570939
dinar	0.129138829830231
dine	0.428789738709811
diner	1
dinghy	1
dingle	1
dingo	1
dingy	1
dining	1
dinky	1
dinner	0.99568580182979
dint	1
dip	0.373119014975472
diphthong	1
dipper	1
dipstick	1
diptych	0.864717566157716
dire	0.0224191362417155
direct	0.652066910578489
dirge	1
dirk	1
dirt	0.498469084106877
dirty	0.998546036956352
disarm	0.527937365776103
disband	0.938778415308512
disburse	0.670670065195337
disc	0.0754252197703618
discard	1
discern	0.493660353293554
discharge	0.996240248526845
disclaim	0.459754363557582
disclose	0.931965369731453
disco	0.0642829131657213
discord	0.730541271217611
discount	0.968040845512783
discourse	1
discreet	0.80057248039875
discrete	0.969023168347744
discus	0.10728245365845
discuss	0.853062875384113
disdain	0.957701823522357
disease	0.968464489615393
diseased	1
disgorge	1
disgrace	0.905030934911105
disguise	0.962574525079763
disguised	0.900712441556836
disgust	0.786762839329103
dish	0.737227065221696
dishcloth	1
dished	1
dishy	1
disjoint	0.72539545435713
dislike	0.97094872473095
dislikes	1
dislodge	1
dismal	0.935503520724141
dismay	0.957604446113194
dismayed	0.951334042580586
dismiss	0.846471936259887
dismount	1
disown	1
dispatch	0.985275475661583
dispel	1
dispense	0.899561302699617
disperse	0.99546271959634
displace	0.786524047918934
display	0.998459598178905
displease	1
disport	1
dispose	0.939341979065869
disposed	0.843641218557144
disproof	1
disprove	0.935984260888879
dispute	0.967274580553468
disrupt	0.72202088042771
dissect	0.765622132923227
dissent	0.838707881301945
dissolve	1
dissuade	1
distaff	1
distal	0.963912171064206
distance	0.999652453273829
distant	0.951711204767717
distaste	0.653062250295198
distend	1
distil	0.640798208870883
distilled	1
distinct	0.628220147721735
distort	0.704965046337202
distract	0.769916472761641
distrain	0.796706401992537
distraint	1
distraught	1
distress	0.775444031820407
distressed	1
district	0.997415483887155
distrust	0.971247413782391
disturb	0.568709028798024
disturbed	0.816955178157569
disuse	0.52224932968577
disused	1
ditch	1
dither	1
ditto	1
ditty	1
divan	1
dive	0.447057367291552
diver	0.145619157056021
diverge	0.705289673570631
diverse	0.996786821818201
divert	0.947836388281617
divide	0.909803986451174
divine	0.984191293421569
diving	0.981848614798365
divorce	0.995870273136892
divot	1
divulge	1
divvy	1
dixie	0.600045445407915
dizzy	0.823154160604033
dj	0.0234368130017765
djinn	1
do	0.706505294615227
doc	0.194876588287509
docile	1
dock	0.865937360726407
docker	1
docket	1
dockyard	1
doctor	0.911350510166197
doctrine	1
dodder	0.518526059554201
doddle	1
dodge	0.938255682043509
dodgem	1
dodger	1
dodgy	1
dodo	0.640211248175233
doe	0.110407437507236
doer	0.661203260664348
doff	0.230686255519605
dog	0.92325247433835
doge	0.160022786849381
dogfight	0.917135649696341
dogfish	1
dogged	0.810473054754766
doggy	1
doghouse	0.804501962552509
dogleg	1
dogma	0.806130373955633
dogwood	1
doily	1
doing	0.349695990010115
doings	1
doldrums	1
dole	0.111591059075521
doleful	0.883478748744297
doll	0.271954242249478
dollar	0.999033729333694
dollop	1
dolly	1
dolmen	1
dolphin	0.996441260864998
dolt	1
domain	0.992358681951309
dome	0.157317940712952
don	0.079390255521548
donate	0.999078355186969
done	0.0934484687177505
donjon	1
donkey	0.887676061701412
donkeys	1
donor	1
doodle	0.93990591086996
doom	0.894547973073278
doomed	1
doomsday	1
door	0.556910506382137
doorbell	1
doorframe	0.847398651217345
doorknob	1
doorman	1
doormat	1
doorstep	1
doorstop	1
doorway	1
dope	0.949977589258969
dopey	1
dorm	0.373143184315889
dormant	1
dormer	1
dormouse	1
dorsal	0.969694860763307
dory	1
dos	0.299780989676152
dosage	0.981281094513974
dose	0.935071106254965
doss	0.124753777719397
dosser	1
dost	0.601156751622411
dot	0.653302126218082
dotage	1
dotted	1
dotty	1
double	0.996238895884392
doubles	0.802189853488031
doublet	0.839039897646336
doubling	0.989534639929728
doubly	1
doubt	0.903295063235098
doubter	1
doubtful	0.965254993063146
doubtless	0.973496737788591
douche	1
dough	0.733994830661793
doughnut	1
doughty	1
doughy	1
dour	0.199724985720642
douse	1
dove	0.805788323160017
dovecot	0.626224453629946
dovecote	1
dovetail	1
dowdy	1
dowel	1
dower	0.43919664188656
down	0.744550698363198
downbeat	1
downcast	1
downer	-0.0147598379498528
downfall	1
downgrade	1
downhill	1
downpour	1
downright	1
downstage	1
downstairs	1
downstream	1
downtown	1
downward	0.900750814124319
downwards	1
downwind	1
downy	1
dowse	0.899881225126395
dowser	1
doyen	0.875170552651787
doyenne	1
doze	0.107582179373061
dozen	0.993273236811266
dozy	1
drab	0.987780892375017
drabness	1
drachm	0.572936287307376
drachma	0.919139415812532
drachmae	1
draft	0.958624175422398
drafting	1
drag	0.787997000809884
dragnet	1
dragon	0.872877431309293
dragoon	1
drain	0.877170965331255
drainage	1
draining	1
drainpipe	1
drake	0.6098808216162
dram	0.018554787895353
drama	0.601698491725428
dramas	1
drape	0.857618911100727
draper	0.689043437976928
drastic	0.794316164486208
drat	0.0397583076384772
draughts	0.419244761508416
draughtsman	0.922026166589916
draughty	1
draw	0.797571445884121
drawback	1
drawbridge	1
drawer	0.926785352008926
drawers	1
drawing	1
drawl	0.91268804176092
drawn	0.351218415434105
drawstring	1
dray	1
dread	0.600954289574756
dreaded	1
dreadful	0.933545614008749
dreadnought	1
dream	0.968011937269693
dreamer	0.949382613532231
dreaming	1
dreamland	1
dreamless	1
dreamlike	1
dreams	0.821391609557968
dreamworld	1
dreamy	1
drear	0.472979245611473
dreary	1
dredge	0.981537228109781
dredger	1
dregs	1
drench	1
dress	0.22730039458659
dressage	1
dressed	0.41374774582884
dresser	0.545231525413605
dressing	0.825317787440717
dressings	1
dressy	1
dribble	0.989387532758396
dried	0.897721282570375
drier	1
drift	0.913962520990581
drifter	1
driftnet	1
driftwood	1
drill	0.897470863179406
drilling	1
drily	1
drink	0.886503521094088
drinker	1
drinking	1
drip	0.95807198054548
dripping	1
drive	0.920218468995676
drivel	0.890074947972065
driven	1
driver	0.984442596516811
driveway	1
driving	1
drizzle	1
drogue	1
droll	0.934855835976057
drone	0.992673378273024
drool	1
droop	0.965271506856467
drop	0.923976740702863
droplet	1
dropout	1
dropped	1
dropper	0.706012486550787
droppings	1
dropsy	1
dross	1
drought	1
drove	0.800670077459263
drover	1
drown	0.931166820996481
drowned	1
drowning	1
drowse	1
drowsy	1
drubbing	1
drudge	0.587999992322908
drug	0.996409649543938
druggist	1
drugstore	1
druid	0.857765728137489
drum	0.903726577439094
drumbeat	1
drumhead	1
drummer	1
drumstick	1
drunk	0.939541566205894
drunkard	1
drunken	0.864691128665597
drupe	0.603909201014318
dry	0.913901626505942
dryad	1
dryer	0.904931962653748
drying	1
dryness	1
dual	0.170992771514171
dub	0.785841151226719
dubbing	0.83306888812734
dubious	0.976538923552807
ducal	1
ducat	0.0345747472732543
duce	0.0607845155740674
duchess	0.913664104467053
duchy	1
duck	0.980753618533402
duckling	1
duckweed	1
ducky	1
duct	0.0645613407721253
ductile	1
dud	0.362369582163747
dude	1
due	0.961898819434268
duel	0.969711189104902
duet	0.984991771191273
duff	0.75715414171348
duffel	1
duffer	1
dug	0.528616072288964
dugong	1
dugout	1
duke	0.903061674577646
dukedom	1
dukes	1
dulcet	1
dull	0.960948456651131
dullard	1
dullness	1
dully	1
duly	0.798938629537344
dumb	0.699102772798057
dumbbell	1
dumbly	1
dumbness	1
dummy	1
dump	0.955189536098075
dumper	1
dumpling	1
dumpy	1
dun	0.127038402021399
dunce	1
dune	1
dung	0.408820550045862
dungeon	1
dunghill	1
dunk	1
duo	0.675609016153222
dupe	0.967735859916826
duplex	0.981605466405827
durbar	1
duress	1
durst	1
dusk	0.906857013886808
dusky	1
dust	0.167781037256056
dustbin	1
dustbowl	1
dustcart	1
duster	1
dustman	1
dustpan	1
dusty	1
dutch	1
duty	0.999328716644704
duvet	1
dwarf	0.986638629034507
dwarfish	1
dwell	0.539779462398906
dweller	1
dwelling	0.995429186137373
dwindle	1
dye	0.950999860699791
dyeing	1
dyer	1
dyestuff	1
dying	0.412139213024021
eager	0.764375310551663
eagle	0.87415913715132
ear	0.062097560314889
earache	1
eardrum	1
eared	0.223807467133402
earful	0.141356879813545
earl	0.0426755723728333
earldom	1
earlier	1
earlobe	0.761943306388532
earlobes	1
early	0.850410987502419
earmark	1
earn	0.298336519964579
earned	0.443293613847512
earner	0.118689336504609
earnest	0.887193641297621
earning	0.258515468194078
earphone	1
earpiece	1
earring	0.969989642321047
ears	0.118353993406357
earshot	1
earth	0.85717020035134
earthbound	1
earthen	0.554526554272364
earthling	1
earthly	0.911613644061252
earthquake	1
earthwork	1
earthworm	1
earthy	1
earwax	1
earwig	1
ease	0.15587216623912
easel	0.311785720203248
easier	1
easing	0.161178650289869
east	0.428323878255948
eastbound	1
easter	0.0674674010453763
eastern	0.936188175133112
eastward	0.907198660268008
eastwards	1
easy	0.981554586722678
eat	0.123129974252062
eater	0.0903561795110523
eating	0.25027253312221
eats	0.151302569062086
eaves	0.44994776065894
eavesdrop	0.616746809576664
ebb	0.358796746835529
echo	0.968074569478831
eclipse	1
eclogue	1
eddy	0.484513545907789
edge	0.375133302054391
edgeways	1
edgewise	1
edging	0.335889898386362
edgy	1
edict	0.0373508515949939
edit	0.462230508512899
educe	0.135131410664078
eel	0.00313259889270155
eerie	1
eff	0.0809863676699927
efface	0.91116758852636
effect	0.765941744061372
effects	1
effete	1
effluent	1
efflux	1
effort	0.978913910573093
eft	0.0653342010455265
egg	0.862118812384399
egghead	1
eggplant	1
eggshell	1
ego	0.0227643049361939
egress	0.198218426514397
egret	0.0671538085750933
egypt	0.568654807739016
eh	-0.00123735489411323
eider	0.81402333812782
eight	0.335011895468212
eighteen	0.510241762211508
eighteenth	1
eighth	1
eightieth	1
eighty	0.89462294452365
either	0.884957733238016
eject	0.175434851006279
el	0.0533085881584199
eland	0.191892278580283
elapse	0.435811155647346
elate	-0.0852515693454629
elbow	1
elder	0.519090688535233
eldest	1
elect	0.370519480180184
elf	0.0497992551514114
elfin	1
elide	1
elite	0.990643018630483
elk	0.730281284500647
ellipse	1
elm	0.0562080729167424
elope	0.0468021919839701
els	0.0373194039862099
else	0.816909140792124
elsewhere	1
elude	0.19235860389737
elver	1
elvish	1
embalm	0.931225271267939
embark	0.90498532273275
embed	0.975048187425737
ember	0.0465751137507268
emblem	0.927031799682349
embrace	1
embroil	1
emend	-0.0360837151874606
emerge	0.573474310091319
emir	0.711817902652225
emit	0.237990050549085
employ	0.566850495078481
employed	0.413971577126445
empress	1
empty	0.998476736082377
emus	0.0942500871638921
enact	0.827446388139151
encamp	0.670052122500923
encase	0.982959439155169
enchant	0.46876223784218
enclave	1
enclose	0.988565687394662
enclosed	0.636631590422192
encode	0.950201794510194
encore	1
encroach	0.808857011367529
encrust	0.849398955034154
end	0.357908839379913
ending	0.228296194984766
endive	1
endless	0.901261320225531
endorse	0.868356076793782
endow	0.776472466258778
ends	0.123402101109627
endure	0.992167162385249
enfold	0.304753498606346
enforce	0.679918593269928
engage	0.907457211034095
engaged	1
engine	0.506099790454941
engrave	0.889716024006485
engross	1
engulf	1
enhance	0.888670018850422
enhanced	1
enjoin	1
enjoy	0.949578783189862
enlarge	0.757317149265922
enlarged	1
enlist	0.950011676874791
enmesh	1
ennui	1
enough	0.999632182424119
enrage	0.612656555278849
enraged	1
enrich	0.850554956717657
enrol	0.553745743394332
enroled	1
enshrine	0.989735396149236
ensign	0.969109457527539
enslave	0.912231774235317
ensnare	1
ensue	1
ensure	0.99203715328525
ensures	1
entail	0.992657234164195
entente	1
enter	0.546259432063807
entered	1
enthral	0.498467770928654
enthuse	1
entice	0.252628349229679
entomb	0.901979629956116
entrails	1
entrain	0.784817607709188
entrance	0.999497262533434
entrant	0.991579214487055
entrap	0.645455172625041
entreat	0.818173599984301
entrench	0.688662199285353
entrenched	1
entrust	1
entry	0.961322569856436
entwine	1
envious	0.925394380608949
envoy	1
envy	1
enzyme	0.983995872933371
epic	0.598306736145781
epoch	0.969801779996868
equal	0.788823670383422
equate	0.119006992376206
equine	0.937352904896358
equip	0.623947048785683
equipped	0.988858384368785
er	0.0486548099931031
era	0.106003237708262
eras	0.0989843237683433
erase	0.521205942764312
ere	0.035699768352333
erect	0.914243651540017
erg	0.0902115275209522
ergo	-0.0151744278790672
ermine	0.0269539721440448
erode	0.963377196451544
err	0.0617784536468111
errand	0.954133526259041
errant	0.542826842831999
error	0.448394329182049
ersatz	1
erupt	0.730445322608402
escape	0.994310404373673
eschew	1
escort	0.996937174840151
espouse	1
esprit	1
espy	1
essay	0.990917534360699
essence	0.990491724564729
estate	0.96181451589972
estates	1
esteem	1
ester	0.0858696997531628
estrange	0.890602526429197
etch	0.0908315026349819
etcher	0.180199834359539
etching	0.978724995921795
ether	0.0528411453610525
ethic	0.769886740019084
ethnic	0.959563838129634
ethos	0.930681892722594
ethyl	0.50140957239283
euclid	1
eunuch	0.778233433098541
eunuchs	1
europe	0.402105097385931
evade	0.970298269714093
eve	0.0951088427691038
even	0.562087438724859
event	0.646508114259341
ever	0.384624240775208
every	0.742383416358296
evict	0.848173310638908
evil	0.843393482834913
evince	1
evoke	0.590431755750277
evolve	0.846555786306648
ewe	0.0537957970567346
ewer	0.0481129281474992
ex	0.0457433854378228
exact	0.787361130522547
exalt	0.619158805655702
exam	0.0813943781788125
exams	1
exceed	0.973385161227011
excel	0.433474986217945
except	0.795220270068284
excerpt	1
excess	0.785773839603497
exchange	0.991503498520622
excise	0.995484430338832
excite	0.761811422718107
exclaim	1
exclude	0.985389882871928
excrete	1
excuse	1
exempt	0.899971623946115
exert	0.838848345959181
exhale	1
exhaust	0.79708400637952
exhort	0.776360224883782
exhume	1
exile	0.998973130359946
exiled	1
exist	0.769649621135409
exists	1
exit	0.763457810755196
expand	0.952539106530023
expands	1
expanse	1
expect	0.852905695237914
expects	1
expel	0.989706781820347
expelled	1
expend	0.441500513207614
expense	1
expert	0.818749547197732
expire	0.901071094384498
expired	0.802361488790496
expires	1
explain	0.993134750998767
explode	0.964260871604206
exploit	0.891201768616868
explore	0.968366324382491
expo	0.0597103603120325
export	0.988158567248663
expose	0.970679967234168
exposed	0.982754997912615
expound	0.988001704259373
express	0.869564507242466
expressed	0.517881649893001
