Subject	Age	Gender	Handedness	Rotation	Data	OraStart	TrialCount	TrialType	Prime	Target	Relatedness	rt	Resp
5	23	Male	Right	A	08/11/2016	12:07:34	1	Prova	wellness	well	4	953649	2
5	23	Male	Right	A	08/11/2016	12:07:34	2	Prova	homeless	home	4	492	2
5	23	Male	Right	A	08/11/2016	12:07:34	3	Prova	tricky	tricker	4	787	2
5	23	Male	Right	A	08/11/2016	12:07:34	4	Prova	character	char	4	676	1
5	23	Male	Right	A	08/11/2016	12:07:34	5	Prova	translater	pulter	4	616	1
5	23	Male	Right	A	08/11/2016	12:07:34	6	Prova2	escape	exat	4	711	1
5	23	Male	Right	A	08/11/2016	12:07:34	7	Prova2	investigator	invest	4	624	2
5	23	Male	Right	A	08/11/2016	12:07:34	8	Prova2	examiner	exam	4	612	2
5	23	Male	Right	A	08/11/2016	12:07:34	9	Prova2	topic	top	4	665	2
5	23	Male	Right	A	08/11/2016	12:07:34	1	Warmup	unpack	pack	5	561	2
5	23	Male	Right	A	08/11/2016	12:07:34	2	Warmup	tartare	tariff	5	701	2
5	23	Male	Right	A	08/11/2016	12:07:34	3	Warmup	cowrie	sturms	5	814	1
5	23	Male	Right	A	08/11/2016	12:07:34	4	Warmup	cortex	newbie	5	623	2
5	23	Male	Right	A	08/11/2016	12:07:34	5	Warmup	pullma	pulm	5	742	1
5	23	Male	Right	A	08/11/2016	12:07:34	1	TrialPrimaParte	benignly	basil	0	763	2
5	23	Male	Right	A	08/11/2016	12:07:34	2	TrialPrimaParte	helmet	helm	1	512	2
5	23	Male	Right	A	08/11/2016	12:07:34	3	TrialPrimaParte	trashy	rell	2	1187	1
5	23	Male	Right	A	08/11/2016	12:07:34	4	TrialPrimaParte	education	educon	2	682	1
5	23	Male	Right	A	08/11/2016	12:07:34	5	TrialPrimaParte	fizzle	fizz	1	531	2
5	23	Male	Right	A	08/11/2016	12:07:34	6	TrialPrimaParte	soften	soft	1	473	2
5	23	Male	Right	A	08/11/2016	12:07:34	7	TrialPrimaParte	bourbon	boun	2	581	1
5	23	Male	Right	A	08/11/2016	12:07:34	8	TrialPrimaParte	swotting	chuly	2	503	1
5	23	Male	Right	A	08/11/2016	12:07:34	9	TrialPrimaParte	lectureship	parent	0	418	2
5	23	Male	Right	A	08/11/2016	12:07:34	10	TrialPrimaParte	trainee	train	1	427	2
5	23	Male	Right	A	08/11/2016	12:07:34	11	TrialPrimaParte	genetic	genth	2	854	1
5	23	Male	Right	A	08/11/2016	12:07:34	12	TrialPrimaParte	portal	balp	2	619	1
