Subject	Age	Gender	Handedness	Rotation	Data	OraStart	TrialCount	TrialType	Prime	Target	Relatedness	rt	Resp
32	23	Female	Right	B	30/11/2016	15:03:20	1	Prova	wellness	well	4	974	2
32	23	Female	Right	B	30/11/2016	15:03:20	2	Prova	homeless	home	4	598	2
32	23	Female	Right	B	30/11/2016	15:03:20	3	Prova	tricky	tricker	4	1002	1
32	23	Female	Right	B	30/11/2016	15:03:20	4	Prova	character	char	4	841	1
32	23	Female	Right	B	30/11/2016	15:03:20	5	Prova	translater	pulter	4	931	1
32	23	Female	Right	B	30/11/2016	15:03:20	6	Prova2	escape	exat	4	837	1
32	23	Female	Right	B	30/11/2016	15:03:20	7	Prova2	investigator	invest	4	787	2
32	23	Female	Right	B	30/11/2016	15:03:20	8	Prova2	examiner	exam	4	573	2
32	23	Female	Right	B	30/11/2016	15:03:20	9	Prova2	topic	top	4	605	2
32	23	Female	Right	B	30/11/2016	15:03:20	1	Warmup	unpack	pack	5	678	2
32	23	Female	Right	B	30/11/2016	15:03:20	2	Warmup	tartare	tariff	5	713	1
32	23	Female	Right	B	30/11/2016	15:03:20	3	Warmup	cowrie	sturms	5	918	1
32	23	Female	Right	B	30/11/2016	15:03:20	4	Warmup	cortex	newbie	5	970	1
32	23	Female	Right	B	30/11/2016	15:03:20	5	Warmup	pullma	pulm	5	861	1
32	23	Female	Right	B	30/11/2016	15:03:20	1	TrialPrimaParte	culprit	cuti	2	843	1
32	23	Female	Right	B	30/11/2016	15:03:20	2	TrialPrimaParte	plumage	plum	1	964	2
32	23	Female	Right	B	30/11/2016	15:03:20	3	TrialPrimaParte	legendary	legend	1	719	2
32	23	Female	Right	B	30/11/2016	15:03:20	4	TrialPrimaParte	dealer	poet	0	896	2
32	23	Female	Right	B	30/11/2016	15:03:20	5	TrialPrimaParte	original	orive	2	1024	1
32	23	Female	Right	B	30/11/2016	15:03:20	6	TrialPrimaParte	factual	board	0	669	2
32	23	Female	Right	B	30/11/2016	15:03:20	7	TrialPrimaParte	downs	risk	0	661	2
32	23	Female	Right	B	30/11/2016	15:03:20	8	TrialPrimaParte	damsel	dalp	2	731	1
32	23	Female	Right	B	30/11/2016	15:03:20	9	TrialPrimaParte	plastic	spaxe	2	901	1
32	23	Female	Right	B	30/11/2016	15:03:20	10	TrialPrimaParte	tract	trep	2	960	1
32	23	Female	Right	B	30/11/2016	15:03:20	11	TrialPrimaParte	pottage	posch	2	886	2
32	23	Female	Right	B	30/11/2016	15:03:20	12	TrialPrimaParte	upstart	pumy	2	1394	1
32	23	Female	Right	B	30/11/2016	15:03:20	13	TrialPrimaParte	pottery	crook	0	975	2
32	23	Female	Right	B	30/11/2016	15:03:20	14	TrialPrimaParte	dysentery	ranin	2	1047	1
32	23	Female	Right	B	30/11/2016	15:03:20	15	TrialPrimaParte	fatal	fids	2	1027	1
32	23	Female	Right	B	30/11/2016	15:03:20	16	TrialPrimaParte	farcical	farxy	2	937	1
32	23	Female	Right	B	30/11/2016	15:03:20	17	TrialPrimaParte	pummel	syly	2	1040	1
32	23	Female	Right	B	30/11/2016	15:03:20	18	TrialPrimaParte	safely	brand	0	774	2
32	23	Female	Right	B	30/11/2016	15:03:20	19	TrialPrimaParte	appendix	append	1	1038	2
32	23	Female	Right	B	30/11/2016	15:03:20	20	TrialPrimaParte	prudish	force	0	773	2
32	23	Female	Right	B	30/11/2016	15:03:20	21	TrialPrimaParte	surface	surf	1	720	2
32	23	Female	Right	B	30/11/2016	15:03:20	22	TrialPrimaParte	neutron	whese	2	1094	1
32	23	Female	Right	B	30/11/2016	15:03:20	23	TrialPrimaParte	mosaic	mip	2	1031	1
32	23	Female	Right	B	30/11/2016	15:03:20	24	TrialPrimaParte	desert	dert	2	1328	1
32	23	Female	Right	B	30/11/2016	15:03:20	25	TrialPrimaParte	within	earl	0	1229	1
32	23	Female	Right	B	30/11/2016	15:03:20	26	TrialPrimaParte	vivacious	vicis	2	1206	1
32	23	Female	Right	B	30/11/2016	15:03:20	27	TrialPrimaParte	sensuous	secly	2	1146	1
32	23	Female	Right	B	30/11/2016	15:03:20	28	TrialPrimaParte	facetious	facet	1	943	2
32	23	Female	Right	B	30/11/2016	15:03:20	29	TrialPrimaParte	infantry	infant	1	809	2
32	23	Female	Right	B	30/11/2016	15:03:20	30	TrialPrimaParte	abstract	fewtu	2	1005	1
32	23	Female	Right	B	30/11/2016	15:03:20	31	TrialPrimaParte	reliable	blidar	2	1259	1
32	23	Female	Right	B	30/11/2016	15:03:20	32	TrialPrimaParte	clanger	spant	2	956	1
32	23	Female	Right	B	30/11/2016	15:03:20	33	TrialPrimaParte	hydration	povic	2	1152	1
32	23	Female	Right	B	30/11/2016	15:03:20	34	TrialPrimaParte	audition	audit	1	1197	2
32	23	Female	Right	B	30/11/2016	15:03:20	35	TrialPrimaParte	spindly	tact	0	1150	2
32	23	Female	Right	B	30/11/2016	15:03:20	36	TrialPrimaParte	misty	stun	0	1232	1
32	23	Female	Right	B	30/11/2016	15:03:20	37	TrialPrimaParte	cloudless	cloud	1	812	2
32	23	Female	Right	B	30/11/2016	15:03:20	38	TrialPrimaParte	cookery	train	0	698	2
