Subject	Age	Gender	Handedness	Rotation	Data	OraStart	TrialCount	TrialType	Prime	Target	Relatedness	rt	Resp
43	27	Male	Right	A	14/09/2017	09:22:29	1	Prova	wellness	well	4	733	2
43	27	Male	Right	A	14/09/2017	09:22:29	2	Prova	homeless	home	4	446	2
43	27	Male	Right	A	14/09/2017	09:22:29	3	Prova	tricky	tricker	4	721	2
43	27	Male	Right	A	14/09/2017	09:22:29	4	Prova	character	char	4	760	2
43	27	Male	Right	A	14/09/2017	09:22:29	5	Prova	translater	pulter	4	711	1
43	27	Male	Right	A	14/09/2017	09:22:29	6	Prova2	escape	exat	4	459	2
43	27	Male	Right	A	14/09/2017	09:22:29	7	Prova2	investigator	invest	4	733	2
43	27	Male	Right	A	14/09/2017	09:22:29	8	Prova2	examiner	exam	4	543	2
43	27	Male	Right	A	14/09/2017	09:22:29	9	Prova2	topic	top	4	692	2
43	27	Male	Right	A	14/09/2017	09:22:29	1	Warmup	unpack	pack	5	495	2
43	27	Male	Right	A	14/09/2017	09:22:29	2	Warmup	tartare	tariff	5	516	2
43	27	Male	Right	A	14/09/2017	09:22:29	3	Warmup	cowrie	sturms	5	591	1
43	27	Male	Right	A	14/09/2017	09:22:29	4	Warmup	cortex	newbie	5	699	1
43	27	Male	Right	A	14/09/2017	09:22:29	5	Warmup	pullma	pulm	5	797	1
43	27	Male	Right	A	14/09/2017	09:22:29	1	TrialPrimaParte	crummy	meye	2	679	1
43	27	Male	Right	A	14/09/2017	09:22:29	2	TrialPrimaParte	service	count	0	508	2
43	27	Male	Right	A	14/09/2017	09:22:29	3	TrialPrimaParte	simplify	fleet	0	799	2
43	27	Male	Right	A	14/09/2017	09:22:29	4	TrialPrimaParte	daring	dalig	2	650	1
43	27	Male	Right	A	14/09/2017	09:22:29	5	TrialPrimaParte	guilty	guilt	1	643	2
43	27	Male	Right	A	14/09/2017	09:22:29	6	TrialPrimaParte	bourbon	boun	2	689	1
43	27	Male	Right	A	14/09/2017	09:22:29	7	TrialPrimaParte	irony	iron	1	516	2
43	27	Male	Right	A	14/09/2017	09:22:29	8	TrialPrimaParte	veteran	venic	2	701	1
43	27	Male	Right	A	14/09/2017	09:22:29	9	TrialPrimaParte	crafty	craft	1	476	2
43	27	Male	Right	A	14/09/2017	09:22:29	10	TrialPrimaParte	vivacious	vicis	2	646	1
43	27	Male	Right	A	14/09/2017	09:22:29	11	TrialPrimaParte	loyally	buzz	0	700	1
43	27	Male	Right	A	14/09/2017	09:22:29	12	TrialPrimaParte	dragon	dron	2	665	1
43	27	Male	Right	A	14/09/2017	09:22:29	13	TrialPrimaParte	scanner	rast	2	891	1
43	27	Male	Right	A	14/09/2017	09:22:29	14	TrialPrimaParte	faceless	facmod	2	620	1
43	27	Male	Right	A	14/09/2017	09:22:29	15	TrialPrimaParte	scrape	scrap	1	553	2
43	27	Male	Right	A	14/09/2017	09:22:29	16	TrialPrimaParte	swotting	chuly	2	645	1
43	27	Male	Right	A	14/09/2017	09:22:29	17	TrialPrimaParte	heaven	heave	1	897	1
43	27	Male	Right	A	14/09/2017	09:22:29	18	TrialPrimaParte	widowed	widow	1	535	2
43	27	Male	Right	A	14/09/2017	09:22:29	19	TrialPrimaParte	stroke	cligh	2	473	1
43	27	Male	Right	A	14/09/2017	09:22:29	20	TrialPrimaParte	masonry	dream	0	514	2
43	27	Male	Right	A	14/09/2017	09:22:29	21	TrialPrimaParte	bearded	beard	1	583	2
43	27	Male	Right	A	14/09/2017	09:22:29	22	TrialPrimaParte	hearty	heart	1	417	2
43	27	Male	Right	A	14/09/2017	09:22:29	23	TrialPrimaParte	snobbery	snotty	2	482	2
43	27	Male	Right	A	14/09/2017	09:22:29	24	TrialPrimaParte	plucky	pluck	1	728	2
43	27	Male	Right	A	14/09/2017	09:22:29	25	TrialPrimaParte	gluteal	abtle	2	497	1
43	27	Male	Right	A	14/09/2017	09:22:29	26	TrialPrimaParte	talker	claf	2	555	2
43	27	Male	Right	A	14/09/2017	09:22:29	27	TrialPrimaParte	freeze	free	1	756	2
43	27	Male	Right	A	14/09/2017	09:22:29	28	TrialPrimaParte	booklet	text	0	647	2
43	27	Male	Right	A	14/09/2017	09:22:29	29	TrialPrimaParte	bubble	glef	2	604	1
43	27	Male	Right	A	14/09/2017	09:22:29	30	TrialPrimaParte	centimetres	censar	2	677	1
43	27	Male	Right	A	14/09/2017	09:22:29	31	TrialPrimaParte	killer	lalf	2	507	2
43	27	Male	Right	A	14/09/2017	09:22:29	32	TrialPrimaParte	fabulous	smaply	2	576	2
43	27	Male	Right	A	14/09/2017	09:22:29	33	TrialPrimaParte	bomber	bomb	1	497	2
43	27	Male	Right	A	14/09/2017	09:22:29	34	TrialPrimaParte	dweller	crypt	0	653	2
43	27	Male	Right	A	14/09/2017	09:22:29	35	TrialPrimaParte	stressful	abgaid	2	505	1
43	27	Male	Right	A	14/09/2017	09:22:29	36	TrialPrimaParte	validity	infant	0	498	2
43	27	Male	Right	A	14/09/2017	09:22:29	37	TrialPrimaParte	justify	extra	0	520	2
43	27	Male	Right	A	14/09/2017	09:22:29	38	TrialPrimaParte	crooked	crook	1	496	2
43	27	Male	Right	A	14/09/2017	09:22:29	39	TrialPrimaParte	maximum	suyte	2	554	1
43	27	Male	Right	A	14/09/2017	09:22:29	40	TrialPrimaParte	smelly	thuly	2	572	1
43	27	Male	Right	A	14/09/2017	09:22:29	41	TrialPrimaParte	power	mord	2	574	1
43	27	Male	Right	A	14/09/2017	09:22:29	42	TrialPrimaParte	portal	balp	2	541	1
43	27	Male	Right	A	14/09/2017	09:22:29	43	TrialPrimaParte	acidic	acid	1	473	2
43	27	Male	Right	A	14/09/2017	09:22:29	44	TrialPrimaParte	feathery	drunk	0	549	2
43	27	Male	Right	A	14/09/2017	09:22:29	45	TrialPrimaParte	cousin	coul	2	596	1
43	27	Male	Right	A	14/09/2017	09:22:29	46	TrialPrimaParte	broiler	plum	0	633	2
43	27	Male	Right	A	14/09/2017	09:22:29	47	TrialPrimaParte	selfless	audit	0	677	1
43	27	Male	Right	A	14/09/2017	09:22:29	48	TrialPrimaParte	flicker	flick	1	463	2
43	27	Male	Right	A	14/09/2017	09:22:29	49	TrialPrimaParte	piratical	pirent	2	611	1
43	27	Male	Right	A	14/09/2017	09:22:29	50	TrialPrimaParte	graphic	blamp	2	548	1
43	27	Male	Right	A	14/09/2017	09:22:29	51	TrialPrimaParte	socialiser	flepity	2	798	1
43	27	Male	Right	A	14/09/2017	09:22:29	52	TrialPrimaParte	moulder	moure	2	534	1
43	27	Male	Right	A	14/09/2017	09:22:29	53	TrialPrimaParte	signal	quir	2	573	2
43	27	Male	Right	A	14/09/2017	09:22:29	54	TrialPrimaParte	epileptic	candid	0	649	2
43	27	Male	Right	A	14/09/2017	09:22:29	55	TrialPrimaParte	linkage	flion	2	533	1
43	27	Male	Right	A	14/09/2017	09:22:29	56	TrialPrimaParte	jerkin	jerk	1	590	2
43	27	Male	Right	A	14/09/2017	09:22:29	57	TrialPrimaParte	revolutionise	sivert	2	563	1
43	27	Male	Right	A	14/09/2017	09:22:29	58	TrialPrimaParte	maternal	malern	2	736	1
43	27	Male	Right	A	14/09/2017	09:22:29	59	TrialPrimaParte	gaseous	stilt	0	797	2
43	27	Male	Right	A	14/09/2017	09:22:29	60	TrialPrimaParte	abstain	abter	2	522	1
43	27	Male	Right	A	14/09/2017	09:22:29	61	TrialPrimaParte	unique	unzed	2	538	1
43	27	Male	Right	A	14/09/2017	09:22:29	62	TrialPrimaParte	boarder	board	1	508	2
43	27	Male	Right	A	14/09/2017	09:22:29	63	TrialPrimaParte	fisher	fims	2	744	1
43	27	Male	Right	A	14/09/2017	09:22:29	64	TrialPrimaParte	criminal	huare	2	495	1
43	27	Male	Right	A	14/09/2017	09:22:29	65	TrialPrimaParte	palpably	amen	0	540	2
43	27	Male	Right	A	14/09/2017	09:22:29	66	TrialPrimaParte	stunt	stun	1	645	1
43	27	Male	Right	A	14/09/2017	09:22:29	67	TrialPrimaParte	sniper	snip	1	768	2
43	27	Male	Right	A	14/09/2017	09:22:29	68	TrialPrimaParte	fibrosis	shuar	2	525	1
43	27	Male	Right	A	14/09/2017	09:22:29	69	TrialPrimaParte	unspoilt	nalky	2	511	1
43	27	Male	Right	A	14/09/2017	09:22:29	70	TrialPrimaParte	answer	anwe	2	661	1
43	27	Male	Right	A	14/09/2017	09:22:29	71	TrialPrimaParte	legacy	lecy	2	673	1
43	27	Male	Right	A	14/09/2017	09:22:29	72	TrialPrimaParte	tract	trep	2	645	2
43	27	Male	Right	A	14/09/2017	09:22:29	73	TrialPrimaParte	upstart	pumy	2	535	1
43	27	Male	Right	A	14/09/2017	09:22:29	74	TrialPrimaParte	composer	alarm	0	517	2
43	27	Male	Right	A	14/09/2017	09:22:29	75	TrialPrimaParte	absence	agsel	2	517	1
43	27	Male	Right	A	14/09/2017	09:22:29	76	TrialSecondaParte	vertical	verks	2	575	1
43	27	Male	Right	A	14/09/2017	09:22:29	77	TrialSecondaParte	rancour	brits	2	582	1
43	27	Male	Right	A	14/09/2017	09:22:29	78	TrialSecondaParte	syphilis	ruar	2	511	1
43	27	Male	Right	A	14/09/2017	09:22:29	79	TrialSecondaParte	manual	mals	2	767	1
43	27	Male	Right	A	14/09/2017	09:22:29	80	TrialSecondaParte	gluten	glut	1	542	2
43	27	Male	Right	A	14/09/2017	09:22:29	81	TrialSecondaParte	turmoil	furm	2	564	1
43	27	Male	Right	A	14/09/2017	09:22:29	82	TrialSecondaParte	abstract	fewtu	2	536	1
43	27	Male	Right	A	14/09/2017	09:22:29	83	TrialSecondaParte	smuggle	smug	1	574	2
