Subject	Age	Gender	Handedness	Rotation	Data	OraStart	TrialCount	TrialType	Prime	Target	Relatedness	rt	Resp
6	24	Male	Right	B	08/11/2016	10:24:56	1	Prova	produce	prode	4	164209	2
6	24	Male	Right	B	08/11/2016	10:24:56	2	Prova	ricordo	rico	4	1100	1
6	24	Male	Right	B	08/11/2016	10:24:56	3	Prova	ribelle	ribes	4	1153	2
6	24	Male	Right	B	08/11/2016	10:24:56	4	Prova	prostata	prosta	4	1175	1
6	24	Male	Right	B	08/11/2016	10:24:56	5	Prova	dedotto	potto	4	1072	1
6	24	Male	Right	B	08/11/2016	10:24:56	6	Prova2	prelato	lato	4	1089	2
6	24	Male	Right	B	08/11/2016	10:24:56	7	Prova2	ripiano	piano	4	627	2
6	24	Male	Right	B	08/11/2016	10:24:56	8	Prova2	prefitto	fitto	4	815	2
6	24	Male	Right	B	08/11/2016	10:24:56	9	Prova2	distratto	abbo	4	1231	1
6	24	Male	Right	B	08/11/2016	10:24:56	1	Warmup	rituale	pigiama	5	806	2
6	24	Male	Right	B	08/11/2016	10:24:56	2	Warmup	globale	glole	5	1163	1
6	24	Male	Right	B	08/11/2016	10:24:56	3	Warmup	operaio	opera	5	541	2
6	24	Male	Right	B	08/11/2016	10:24:56	4	Warmup	privato	spugo	5	1085	1
6	24	Male	Right	B	08/11/2016	10:24:56	5	Warmup	pugnal	pugn	5	1352	1
6	24	Male	Right	B	08/11/2016	10:24:56	1	TrialPrimaParte	paiolo	pafo	2	1241	1
6	24	Male	Right	B	08/11/2016	10:24:56	2	TrialPrimaParte	fraterno	ponta	2	1234	1
6	24	Male	Right	B	08/11/2016	10:24:56	3	TrialPrimaParte	radice	lana	0	649	2
6	24	Male	Right	B	08/11/2016	10:24:56	4	TrialPrimaParte	occhiata	occhio	1	546	2
6	24	Male	Right	B	08/11/2016	10:24:56	5	TrialPrimaParte	servile	servo	1	633	2
6	24	Male	Right	B	08/11/2016	10:24:56	6	TrialPrimaParte	aliante	alnia	2	917	1
6	24	Male	Right	B	08/11/2016	10:24:56	7	TrialPrimaParte	soffitto	soffio	1	964	2
