Subject	Age	Gender	Handedness	Rotation	Data	OraStart	TrialCount	TrialType	Prime	Target	Relatedness	rt	Resp
33	20	Female	Right	A	01/12/2016	11:32:20	1	Prova	produce	prode	4	1140	1
33	20	Female	Right	A	01/12/2016	11:32:20	2	Prova	ricordo	rico	4	684	1
33	20	Female	Right	A	01/12/2016	11:32:20	3	Prova	ribelle	ribes	4	691	1
33	20	Female	Right	A	01/12/2016	11:32:20	4	Prova	prostata	prosta	4	790	1
33	20	Female	Right	A	01/12/2016	11:32:20	5	Prova	dedotto	potto	4	858	1
33	20	Female	Right	A	01/12/2016	11:32:20	6	Prova2	prelato	lato	4	677	2
33	20	Female	Right	A	01/12/2016	11:32:20	7	Prova2	ripiano	piano	4	539	2
33	20	Female	Right	A	01/12/2016	11:32:20	8	Prova2	prefitto	fitto	4	1171	2
33	20	Female	Right	A	01/12/2016	11:32:20	9	Prova2	distratto	abbo	4	716	1
33	20	Female	Right	A	01/12/2016	11:32:20	1	Warmup	rituale	pigiama	5	507	2
33	20	Female	Right	A	01/12/2016	11:32:20	2	Warmup	globale	glole	5	680	1
33	20	Female	Right	A	01/12/2016	11:32:20	3	Warmup	operaio	opera	5	531	2
33	20	Female	Right	A	01/12/2016	11:32:20	4	Warmup	privato	spugo	5	679	1
33	20	Female	Right	A	01/12/2016	11:32:20	5	Warmup	pugnal	pugn	5	791	1
33	20	Female	Right	A	01/12/2016	11:32:20	1	TrialPrimaParte	cioccolato	testa	0	690	2
33	20	Female	Right	A	01/12/2016	11:32:20	2	TrialPrimaParte	vivandiere	maestra	0	609	2
33	20	Female	Right	A	01/12/2016	11:32:20	3	TrialPrimaParte	plafoniera	tempera	0	543	2
33	20	Female	Right	A	01/12/2016	11:32:20	4	TrialPrimaParte	alligatore	allui	2	626	1
33	20	Female	Right	A	01/12/2016	11:32:20	5	TrialPrimaParte	monaco	monna	2	981	2
33	20	Female	Right	A	01/12/2016	11:32:20	6	TrialPrimaParte	attrezzo	attio	2	628	2
33	20	Female	Right	A	01/12/2016	11:32:20	7	TrialPrimaParte	ausilio	auliso	2	736	1
33	20	Female	Right	A	01/12/2016	11:32:20	8	TrialPrimaParte	ottone	teno	2	753	1
33	20	Female	Right	A	01/12/2016	11:32:20	9	TrialPrimaParte	piatto	guio	2	652	1
33	20	Female	Right	A	01/12/2016	11:32:20	10	TrialPrimaParte	avorio	avo	1	662	1
33	20	Female	Right	A	01/12/2016	11:32:20	11	TrialPrimaParte	documento	abito	0	528	2
33	20	Female	Right	A	01/12/2016	11:32:20	12	TrialPrimaParte	lupara	lupo	1	451	2
33	20	Female	Right	A	01/12/2016	11:32:20	13	TrialPrimaParte	nervoso	nervo	1	504	2
33	20	Female	Right	A	01/12/2016	11:32:20	14	TrialPrimaParte	linguaggio	origine	0	485	2
33	20	Female	Right	A	01/12/2016	11:32:20	15	TrialPrimaParte	sedimento	ballo	0	513	2
33	20	Female	Right	A	01/12/2016	11:32:20	16	TrialPrimaParte	lebbroso	calvo	0	573	2
33	20	Female	Right	A	01/12/2016	11:32:20	17	TrialPrimaParte	pietanza	pieta'	1	437	2
33	20	Female	Right	A	01/12/2016	11:32:20	18	TrialPrimaParte	animato	sfase	2	619	1
33	20	Female	Right	A	01/12/2016	11:32:20	19	TrialPrimaParte	colorito	colsoto	2	709	1
33	20	Female	Right	A	01/12/2016	11:32:20	20	TrialPrimaParte	sventurato	gesta	0	993	2
